eng,viet
Yanni asked Skura for her opinion.,Yanni hỏi ý kiến ​​của Skura.
"Tom lives in Boston, not Chicago.","Tom sống ở Boston, không phải Chicago."
The author's name is Shakespeare.,Tên tác giả là Shakespeare.
I have already sold my car.,Tôi đã bán xe của tôi rồi.
The marriage completely ruined his life.,Cuộc hôn nhân đã hủy hoại hoàn toàn cuộc đời anh.
Mary is Tom's youngest daughter.,Mary là con gái út của Tom.
I wanted to become your wife.,Tôi muốn trở thành vợ của bạn.
I wanted to be your wife.,Tôi muốn trở thành vợ của bạn.
I wanted to become your bride.,Tôi muốn trở thành cô dâu của bạn.
I wanted to be your bride.,Tôi muốn trở thành cô dâu của bạn.
It's five minutes to nine.,Còn năm phút nữa là chín giờ.
You're such a show off.,Bạn thật là thích khoe khoang.
She's wearing a green dress.,Cô ấy đang mặc một chiếc váy màu xanh lá cây.
That's not the only difficulty.,Đó không phải là khó khăn duy nhất.
"Outside, it's cold and wet.",Bên ngoài trời lạnh và ẩm ướt.
I thought you knew each other.,Tôi tưởng các bạn biết nhau.
Tatoeba is so hard to use!,Tatoeba rất khó sử dụng!
I will not watch this channel.,Tôi sẽ không xem kênh này.
I need a change of clothes.,Tôi cần thay quần áo.
Can it be phrased another way?,Có thể diễn đạt theo cách khác được không?
She wrote me a goodbye letter.,Cô ấy đã viết cho tôi một lá thư tạm biệt.
The neighbour's dog is dangerous.,Con chó của hàng xóm thật nguy hiểm.
I ask for help from you.,Tôi yêu cầu sự giúp đỡ từ bạn.
The situation is evidently pretty grim.,Tình hình rõ ràng là khá nghiệt ngã.
I went to London last year.,Tôi đã tới London vào năm ngoái.
Strike while the iron's hot.,Hãy tấn công khi bàn ủi còn nóng.
"No, this isn't my car.","Không, đây không phải xe của tôi."
Tom has just seen the list.,Tom vừa mới xem danh sách.
The opposite of "heavy" is "light.",Từ trái nghĩa của "nặng" là "nhẹ".
They gave it back to her.,Họ đã trả lại cho cô ấy.
Our professor returns to England tomorrow.,Giáo sư của chúng tôi sẽ trở lại Anh vào ngày mai.
You need to go to bed.,Bạn cần đi ngủ.
What about the price of oil?,Còn giá dầu thì sao?
He was arrested again in 1999.,Anh ta lại bị bắt vào năm 1999.
They got stoned at the party.,Họ bị ném đá tại bữa tiệc.
Another woman is holding a bag.,Một người phụ nữ khác đang cầm một chiếc túi.
One person is holding a bag.,Một người đang cầm một chiếc túi.
They are staying Monday through Friday.,Họ ở lại từ thứ Hai đến thứ Sáu.
I know a bit about calligraphy.,Tôi biết một chút về thư pháp.
I don't like dining alone.,Tôi không thích ăn tối một mình.
That's a nice-looking tie.,Chiếc cà vạt này trông đẹp đấy.
We close at five o'clock.,Chúng tôi đóng cửa lúc năm giờ.
Let's check their security cameras.,Hãy kiểm tra camera an ninh của họ.
I had to check their qualifications.,Tôi phải kiểm tra trình độ của họ.
Let’s ask the sales assistant.,Hãy hỏi trợ lý bán hàng.
These yellow trousers are very nice.,Quần màu vàng này đẹp quá.
I like this pair of trousers.,Tôi thích chiếc quần này.
There are many flowers in spring.,Có rất nhiều hoa vào mùa xuân.
This farm raises cows and chickens.,Trang trại này nuôi bò và gà.
I'm glad you noticed that.,Tôi vui vì bạn nhận thấy điều đó.
I don't remember the statistics.,Tôi không nhớ số liệu thống kê.
I think you broke my bed.,Tôi nghĩ bạn đã phá vỡ giường của tôi.
The actor has played many roles.,Nam diễn viên đã đóng nhiều vai.
She closes her eyes and sleeps.,Cô nhắm mắt lại và ngủ.
I’m not so bothered now.,Bây giờ tôi không còn bận tâm nữa.
I prefer wearing jeans to skirts.,Tôi thích mặc quần jean hơn váy.
What should he do with them?,Anh ấy nên làm gì với chúng?
They waited for about an hour.,Họ đợi khoảng một giờ.
The bus arrived five minutes early.,Xe buýt đến sớm năm phút.
Global warming is a big problem.,Sự nóng lên toàn cầu là một vấn đề lớn.
I sprinkle salt on the food.,Tôi rắc muối lên thức ăn.
Put the dishes in the sink.,Đặt bát đĩa vào bồn rửa.
She works in a car factory.,Cô ấy làm việc trong một nhà máy sản xuất ô tô.
Do you like pizza or pasta?,Bạn thích pizza hay mì ống?
His nose has been broken twice.,Mũi của anh ấy đã bị gãy hai lần.
"As people age, they develop wrinkles.","Khi mọi người già đi, họ phát triển các nếp nhăn."
I am in love with you.,Tôi đang ở trong tình yêu với bạn.
White snow covers everywhere in winter.,Tuyết trắng bao phủ khắp nơi vào mùa đông.
My grandmother is old but healthy.,Bà tôi đã già nhưng khỏe mạnh.
The clock is five minutes fast.,Đồng hồ chạy nhanh năm phút.
We bought live crabs for dinner.,Chúng tôi mua cua sống cho bữa tối.
This train only has three coaches.,Chuyến tàu này chỉ có ba toa.
He is charged with seven counts.,Anh ta bị buộc tội bảy tội danh.
It is important to be polite.,Điều quan trọng là phải lịch sự.
His object is to become CEO.,Mục tiêu của anh ấy là trở thành CEO.
I look different from my sister.,Tôi trông khác với chị tôi.
"This film is good, family entertainment.","Bộ phim này hay, phù hợp để giải trí cho gia đình."
He irons his shirt every morning.,Anh ấy ủi áo sơ mi của mình mỗi sáng.
I like to watch TV dramas.,Tôi thích xem phim truyền hình.
He got wet from the rain.,Anh bị ướt vì mưa.
Mount Everest is tall and big.,Đỉnh Everest cao và to.
Soccer and basketball are popular sports.,Bóng đá và bóng rổ là những môn thể thao phổ biến.
A square has four right angles.,Một hình vuông có bốn góc vuông.
"Go straight 200m, then turn right.",Đi thẳng 200m rồi rẽ phải.
It’s Lyly’s Coffee shop.,Đó là quán cà phê Lyly's.
It’s quite a long way.,Đó là một chặng đường khá dài.
"No doubt, it will rain soon.","Không còn nghi ngờ gì nữa, trời sẽ mưa sớm thôi."
"Undoubtedly, cycling is healthier than driving.","Không còn nghi ngờ gì nữa, đi xe đạp tốt cho sức khỏe hơn lái xe."
He can come and help us.,Anh ấy có thể đến và giúp chúng tôi.
Her house is behind my house.,Nhà cô ấy ở phía sau nhà tôi.
Tom is trying to learn Vietnamese.,Tom đang cố gắng học tiếng Việt.
The fight ended in a draw.,Cuộc chiến kết thúc với tỷ số hòa.
He did geometry exercises after school.,Anh ấy làm bài tập hình học sau giờ học.
The child is eating a candy.,Bé đang ăn kẹo.
The sky lightened after the storm.,Bầu trời sáng dần sau cơn bão.
She exercises three times a week.,Cô tập thể dục ba lần một tuần.
Ellie and Dina are best friends.,Ellie và Dina là bạn thân.
The singer has a lovely voice.,Ca sĩ có giọng hát đáng yêu.
The red sunset is very beautiful.,Hoàng hôn đỏ rất đẹp.
He has a very fine hair.,Anh ấy có một mái tóc rất đẹp.
The baby fell down and cried.,Đứa bé ngã xuống và khóc.
The weather is warm in spring.,Thời tiết ấm áp vào mùa xuân.
My watch is about to start.,Đồng hồ của tôi sắp bắt đầu hoạt động.
Classes will resume in the fall.,Các lớp học sẽ tiếp tục vào mùa thu.
I fell from a ladder yesterday.,Hôm qua tôi bị ngã từ một cái thang.
She gave me a birthday present.,Cô ấy tặng tôi một món quà sinh nhật.
I don't know any English.,Tôi không biết chút tiếng Anh nào.
I gave the children some candy.,Tôi đã cho bọn trẻ một ít kẹo.
Exercise can help with weight loss.,Tập thể dục có thể giúp giảm cân.
Exercise can make you feel happier.,Tập thể dục có thể khiến bạn cảm thấy hạnh phúc hơn.
The fast fox caught the chicken.,Con cáo nhanh chóng bắt được con gà.
The fast lasts for forty days.,Việc nhịn ăn kéo dài trong bốn mươi ngày.
She refuses to do her homework.,Cô ấy từ chối làm bài tập về nhà.
He said yes to my question.,Anh ấy trả lời "có" cho câu hỏi của tôi.
The car had a flat tire.,Chiếc xe bị xẹp lốp.
Light is the opposite of heavy.,Ánh sáng trái ngược với sự nặng nề.
Australia is very far from Vietnam.,Úc ở rất xa Việt Nam.
What is your company's policy?,Chính sách của công ty bạn là gì?
He works for a software company.,Anh ấy làm việc cho một công ty phần mềm.
She works for a big company.,Cô ấy làm việc cho một công ty lớn.
Let's check their business records.,Hãy kiểm tra hồ sơ kinh doanh của họ.
Let me check their class schedule.,Hãy để tôi kiểm tra lịch học của họ.
How heavy are you in kilos?,Bạn nặng bao nhiêu kg?
I bought three kilograms of apples.,Tôi đã mua ba kg táo.
The bar is open till midnight.,Quán bar mở cửa đến nửa đêm.
Snow is not normal in summer.,Tuyết không bình thường vào mùa hè.
The ring is made of silver.,Chiếc nhẫn được làm bằng bạc.
My team is on the way.,Đội của tôi đang trên đường tới.
This market sells very cheap clothes.,Chợ này bán quần áo rất rẻ.
This machine wouldn’t work yesterday.,Máy này sẽ không hoạt động ngày hôm qua.
He refused to lend me money.,Anh ấy từ chối cho tôi vay tiền.
He didn't lend me money.,Anh ấy không cho tôi mượn tiền.
You should use the other screwdriver.,Bạn nên sử dụng tua vít còn lại.
I can't play with Tom.,Tôi không thể chơi với Tom.
This drug works only for men.,Thuốc này chỉ có tác dụng với nam giới.
I had breakfast on my porch.,Tôi đã ăn sáng trên hiên nhà của tôi.
I wish I could answer that.,Tôi ước gì tôi có thể trả lời điều đó.
What do you use it for?,Bạn sử dụng chúng để làm gì?
He lives alone in that room.,Anh ấy sống một mình trong căn phòng đó.
He's a man of wealth.,Anh ấy là một người giàu có.
Can I ask you a favour?,Bạn có thể giúp đỡ tôi không?
We had nobody to help us.,Chúng tôi không có ai giúp đỡ chúng tôi.
Tom needs to be more confident.,Tom cần phải tự tin hơn.
We have the same blood type.,Chúng ta có cùng nhóm máu.
What's your credit card number?,Số thẻ tín dụng của bạn là gì?
You should try to walk more.,Bạn nên cố gắng đi bộ nhiều hơn.
The army advanced during the night.,Quân đội tiến vào trong đêm.
We visited our mother's grave.,Chúng tôi đến thăm mộ mẹ.
It was a very interesting discovery.,Đó là một khám phá rất thú vị.
I'm really worried about this.,Tôi thực sự lo lắng về điều này.
That was a big step backward.,Đó là một bước lùi lớn.
It's a big step backward.,Đó là một bước lùi lớn.
How much does this ring cost?,Chiếc nhẫn này giá bao nhiêu?
Tom was executed 3 years ago.,Tom đã bị xử tử 3 năm trước.
Is this the bus for Boston?,Đây có phải là tuyến xe buýt đi Boston không?
Most people don't like losing.,Hầu hết mọi người đều không thích thua cuộc.
It seems like rain is coming.,Có vẻ như mưa đang tới.
Wearing lipstick is against school rules.,Đánh son môi là vi phạm nội quy của trường.
A black cat ran between them.,Một con mèo đen chạy giữa họ.
"In China, people eat with chopsticks.","Ở Trung Quốc, người ta ăn bằng đũa."
Could I sit by the aisle?,Tôi có thể ngồi cạnh lối đi được không?
She brought me new clothes yesterday.,Hôm qua cô ấy mang cho tôi quần áo mới.
The cheese melts in my mouth.,Phô mai tan chảy trong miệng tôi.
Teach me how to use it.,Hãy dạy tôi cách sử dụng nó.
Is that person your younger sister?,Người đó có phải là em gái của bạn không?
Turn the radio up a bit.,Tăng âm lượng radio lên một chút.
"You say tomato, I say tomato.","Bạn nói cà chua, tôi nói cà chua."
"Every year, many Japanese travel abroad.","Hàng năm, có rất nhiều người Nhật đi du lịch nước ngoài."
"Every year, many Japanese travel overseas.","Hàng năm, có rất nhiều người Nhật đi du lịch nước ngoài."
Many Japanese travel overseas every year.,Nhiều người Nhật đi du lịch nước ngoài hàng năm.
Many Japanese travel abroad every year.,Nhiều người Nhật đi du lịch nước ngoài hàng năm.
Let us tell you a secret.,Hãy để chúng tôi kể cho bạn một bí mật.
It's just round the corner.,Nó chỉ quanh góc thôi.
I understand that he's angry.,Tôi hiểu rằng anh ấy đang tức giận.
